Pokemon,Trainer,Level,Move 1,Move 2,Move 3,Move 4
Magikarp,Fisherman Darian,12,Bounce,,,
Magikarp,Fisherman Darian,12,Hydro Pump,Tackle,Flail,
Magmortar,Cool Trainer Brooke,44,Flamethrower,Fire Spin,Scorching Sands,Weather Ball
Magmortar,Kindler Cole,54,Flamethrower,Solar Beam,Belch,Earthquake
Magmortar,Team Magma Grunt,75,Flamethrower,Psychic,Thunderbolt,Scorching Sands
Magmortar,Sr. And Jr. Kim & Iris [Double],85,Heat Wave,Flamethrower,Thunderbolt,Weather Ball
Magneton,Triathlete Abigail,34,Thunderbolt,Flash Cannon,Body Press,Screech
Magneton,Pokemon Breeder Pat,70,Thunderbolt,Flash Cannon,Hidden Power Grass,Magnet Rise
Magnezone,Leader Wattson [Boss],34,Discharge,Flash Cannon,Explosion,Hidden Power Grass
Magnezone,Pokemon Trainer May [Double] [Boss],65,Thunder,Flash Cannon,Electroweb,Body Press
Magnezone,Team Aqua Grunt,86,Thunder,Flash Cannon,Hidden Power Grass,Mirror Coat
Magnezone,Swimmer♂ Clarence,87,Thunder,Flash Cannon,Explosion,Hidden Power Grass
Magnezone,Cool Trainer Katelynn,94,Flash Cannon,Discharge,Explosion,Hidden Power Fire
Makuhita,Battle Girl Lilith,18,Arm Thrust,Rock Throw,Bullet Punch,Fake Out
Malamar,Team Aqua Grunt Jazz,62,Night Slash,Psycho Cut,Superpower,Hypnosis
Malamar,Hex Maniac Valerie,74,Night Slash,Psycho Cut,Superpower,Substitute
Malamar,Team Aqua Grunt,86,Night Slash,Psycho Cut,Superpower,Facade
Mamoswine,Rich Boy Santos,45,Earthquake,Icicle Crash,Ice Shard,Stealth Rock
Mamoswine,Young Couple Brian&Casey [Double],70,High Horsepower,Icicle Crash,Ice Shard,Knock Off
Mamoswine,Aqua Admin Matt [Boss],80,Earthquake,Icicle Crash,Ice Shard,Stealth Rock
Mamoswine,Beauty Tiffany [Double Battle With Beauty Olivia],90,Blizzard,High Horsepower,Freeze Dry,Ice Shard
Mamoswine,Cool Trainer Hope [Double Battle With Cool Trainer Albert],94,Earthquake,Icicle Crash,Freeze Dry,Knock Off
Mamoswine,Battle Girl Helene,95,Earthquake,Icicle Crash,Ice Shard,Superpower
Mamoswine,Elite Four Glacia,100,Earthquake,Icicle Crash,Stone Edge,Stealth Rock
Manaphy,Champion Wallace,100,Scald,Energy Ball,Ice Beam,Tail Glow
Mandibuzz,Collector John,45,Knock Off,Protect,Roost,Toxic
Mandibuzz,Psychic Kayla,74,Foul Play,Knock Off,Infestation,Roost
Mandibuzz,Beauty Tiffany [Double Battle With Beauty Olivia],89,Foul Play,Dark Pulse,Fake Tears,Tailwind
Manectric,Pokemon Breeder Corgi,27,Thunderbolt,Flamethrower,Crunch,Ice Fang
Manectric,Gentleman Walter,70,Thunderbolt,Flamethrower,Hidden Power Grass,Magnet Rise
Manectric,Team Magma Grunt,76,Thunderbolt,Flamethrower,Hidden Power Ice,Double Team
Manectric,Bird Keeper Presley [Double Battle With Expert Auron],85,Thunderbolt,Flamethrower,Hidden Power Grass,Protect
Manectric,Expert Mollie [Double Battle With Expert Conor],90,Thunderbolt,Flamethrower,Hidden Power Grass,Protect
Mankey,Battle Girl Laura,17,Outrage,Thrash,Stomping Tantrum,Smelling Salts
Mankey,Battle Girl Lilith,19,Power Up Punch,Reversal,,
Mantine,Bird Keeper Hugh,60,Hurricane,Scald,Hidden Power Grass,Roost
Mantine,Pokemon Trainer May [Double] [Boss],65,Hydro Pump,Hurricane,Surf,Helping Hand
Mantine,Swimmer♂ Rodney,89,Hydro Pump,Hurricane,Ice Beam,Roost
Maractus,Ruin Maniac Bryan [Double Battle With Picnicker Celia],45,Energy Ball,Hidden Power Fire,Weather Ball,Spiky Shield
Mareanie,Team Aqua Grunt [Boss],16,Venoshock,Baneful Bunker,Soak,Toxic
Marill,Gentleman Clifford [Double Battle With Psychic Macey],1,Misty Explosion,,,
Marowak,Sr. And Jr. Anna & Meg [Double],31,Bone Rush,Flamethrower,Ice Beam,Ancient Power
Marowak,Cool Trainer Jody,40,Bonemerang,Double Edge,Retaliate,Knock Off
Marowak,Team Magma Grunt,76,Earthquake,Stone Edge,Fire Punch,Knock Off
Marowak,Pokémaniac Hambino,94,Bonemerang,Stone Edge,Fire Punch,Stealth Rock
Marowak_Alolan,Parasol Lady Madeline,44,Shadow Bone,Fire Punch,Bonemerang,Low Kick
Marowak_Alolan,Leader Flannery [Double] [Boss],58,Flare Blitz,Poltergeist,Bonemerang,Detect
Marowak_Alolan,Team Magma Grunt,75,Flare Blitz,Shadow Bone,Earthquake,Substitute
Marowak_Alolan,Twins Miu & Yuki [Double],95,Flare Blitz,Bonemerang,Protect,Stealth Rock
Marshadow,Elite Four Phoebe,100,Close Combat,Shadow Sneak,Knock Off,Bulk Up
Masquerain,School Kid Jerry [Double Battle With Youngster Johnson],24,Bug Buzz,Air Cutter,Ice Beam,Giga Drain
Masquerain,Expert Kevin,68,Bug Buzz,Hydro Pump,Sticky Web,Stun Spore
Masquerain,Swimmer♂ Rodney,88,Bug Buzz,Air Slash,Hydro Pump,Stun Spore
Mawile,Ruin Maniac Georgie,13,Covet,Metal Claw,Fire Fang,
Mawile,Cool Trainer Halle,96,Play Rough,Iron Head,Sucker Punch,Swords Dance
Medicham,Cool Trainer Jody,40,High Jump Kick,Zen Headbutt,Reversal,Counter
Medicham,Winstrate Vicky,44,High Jump Kick,Zen Headbutt,Thunder Punch,Fake Out
Medicham,Sr. And Jr. Kim & Iris [Double],84,Close Combat,Zen Headbutt,Rock Slide,Fake Out
Medicham,Hex Maniac Kathleen [Double Battle With Psychic Nicholas],85,Close Combat,Reversal,Zen Headbutt,Thunder Punch
Medicham,Psychic Jacki [Double Battle With Bird Keeper Alberto],96,Close Combat,Zen Headbutt,Reversal,Thunder Punch
Meditite,Black Belt Cristian,19,Brick Break,Rock Throw,Fake Out,Detect
Meganium,Collector Edwin,39,Seed Bomb,Earthquake,Body Slam,Swords Dance
Melmetal,Pokemon Trainer May [Boss],72,Double Iron Bash,Body Press,Ice Punch,Thunder Punch
Melmetal,Pokemon Trainer May [Boss],72,Double Iron Bash,Body Press,Ice Punch,Thunder Punch
Melmetal,Pokemon Trainer May [Boss],72,Double Iron Bash,Body Press,Ice Punch,Thunder Punch
Meloetta,Leader Norman [Boss],41,Close Combat,Body Slam,Zen Headbutt,Relic Song
Meowstic,Young Couple Dez & Luke [Double],73,Psychic,Shadow Ball,Light Screen,Reflect
Meowstic_Female,Triathlete Alyssa,37,Psychic,Thunderbolt,Shadow Ball,Signal Beam
Meowstic_Female,Team Magma Grunt [Double Battle With Team Magma Grunt],53,Expanding Force,Thunderbolt,Dazzling Gleam,Shadow Ball
Meowstic_Female,Psychic Hannah [Double Battle With Battle Girl Sylvia],85,Psychic,Thunderbolt,Fake Out,Imprison
Metagross,Pokemon Trainer May [Double] [Boss],65,Meteor Mash,Zen Headbutt,Bullet Punch,Thunder Punch
Metagross,Cool Trainer Jennifer [Double Battle With Battle Girl Callie],69,Meteor Mash,Zen Headbutt,Thunder Punch,Icy Wind
Metagross,Leader Liza [Boss],85,Meteor Mash,Zen Headbutt,Earthquake,Pursuit
Metagross,Psychic Preston [Double Battle With Psychic Maura],85,Meteor Mash,Zen Headbutt,Bullet Punch,Explosion
Metagross,Team Aqua Grunt,87,Meteor Mash,Earthquake,Thunder Punch,Agility
Metagross,Pokemon Trainer Steven,89,Meteor Mash,Hammer Arm,Ice Punch,Trick Room
Metagross,Swimmer♂ Herman,89,Meteor Mash,Earthquake,Thunder Punch,Power Up Punch
Metagross,Cool Trainer Specter,95,Meteor Mash,Body Press,Stored Power,Cosmic Power
Metagross,Dragon Tamer Nicolas,95,Meteor Mash,Zen Headbutt,Explosion,Ice Punch
Metagross,Psychic Jacki [Double Battle With Bird Keeper Alberto],95,Meteor Mash,Zen Headbutt,Earthquake,Ice Punch
Mew,Magma Leader Maxie [Boss],79,Psychic Fangs,Flare Blitz,Dragon Dance,Soft Boiled
Mienfoo,Tuber Hailey,14,Force Palm,Reversal,Rock Tomb,Helping Hand
Mienfoo,Black Belt Takao,18,Drain Punch,Rock Slide,Fake Out,Detect
Mienshao,Triathlete Abigail,32,Jump Kick,Stone Edge,Blaze Kick,Bounce
Mienshao,Black Belt Nob,51,High Jump Kick,Stone Edge,Poison Jab,Grass Knot
Mienshao,Aqua Admin Shelly [Boss],65,Close Combat,Reversal,Knock Off,Fake Out
Mienshao,Psychic Virgil [Double Battle With Gentleman Nate],85,Close Combat,Stone Edge,Fling,Psych Up
Mienshao,Psychic Cameron [Double Battle With Hex Maniac Kindra],95,Close Combat,Rock Slide,Knock Off,Detect
Mightyena,Rich Boy Winston,22,Crunch,Ice Fang,Fire Fang,Covet
Milotic,Fisherman Nolan,49,Scald,Ice Beam,Mirror Coat,Recover
Milotic,Beauty Johanna,58,Aqua Tail,Dragon Tail,Coil,Rest
Milotic,Pokemon Ranger Lydian,60,Scald,Flip Turn,Hypnosis,Recover
Milotic,Cool Trainer Carolina [Double Battle With Sailor Cory],64,Hydro Pump,Muddy Water,Ice Beam,Hypnosis
Milotic,Psychic Hannah [Double Battle With Battle Girl Sylvia],85,Muddy Water,Coil,Hypnosis,Recover
Milotic,Lass Andrea [Double Battle With Beauty Connie],91,Muddy Water,Icy Wind,Hypnosis,Recover
Miltank,Pokemon Ranger Lorenzo,70,Body Slam,Body Press,Zen Headbutt,Curse
Miltank,Team Magma Grunt [Double Battle With Team Magma Grunt],76,Return,Body Press,Curse,Milk Drink
Miltank,Black Belt Hawk,95,Body Slam,Milk Drink,Stealth Rock,Thunder Wave
Miltank,Expert Timothy,96,Body Slam,Body Press,Curse,Milk Drink
Mimikyu,Pokéfan Miguel,39,Play Rough,Shadow Sneak,Drain Punch,Swords Dance
Mimikyu,Rich Boy Braw,48,Play Rough,Shadow Claw,Shadow Sneak,Will O Wisp
Mimikyu,Ruin Maniac Garrison [Double Battle With Tuber Jani],64,Play Rough,Shadow Claw,Destiny Bond,Trick Room
Mimikyu,Pokéfan Vanessa,72,Play Rough,Shadow Claw,Swords Dance,Trick Room
Mimikyu,Sis And Bro Reli & Ian [Double],89,Play Rough,Shadow Claw,Shadow Sneak,Swords Dance
Mimikyu,Psychic Cameron [Double Battle With Hex Maniac Kindra],96,Play Rough,Shadow Claw,Drain Punch,Swords Dance
Minccino,Lady Cindy,10,Swift,Attract,Thunder Wave,
Minior,Swimmer♂ Dean,86,Stone Edge,Acrobatics,Earthquake,Shell Smash
Minun,Guitarist Shawn [Double Battle With Guitarist Angelo],34,Thunderbolt,Electroweb,Electric Terrain,Helping Hand
Mismagius,Parasol Lady Angelica,69,Shadow Ball,Dazzling Gleam,Mystical Fire,Nasty Plot
Mismagius,Hex Maniac Valerie,74,Shadow Ball,Energy Ball,Mystical Fire,Destiny Bond
Mismagius,Psychic Preston [Double Battle With Psychic Maura],85,Shadow Ball,Shadow Sneak,Mystical Fire,Psych Up
Moltres,Magma Admin Tabitha,88,Burn Up,Hurricane,Detect,Tailwind
Moltres_Galarian,Pokemon Trainer May [Boss],73,Hurricane,Fiery Wrath,Heat Wave,Agility
Morpeko,Pokemon Ranger Jackson,62,Aura Wheel,Seed Bomb,Stomping Tantrum,Super Fang
Mothim,Bug Catcher Doug,62,Bug Buzz,Acrobatics,Giga Drain,Infestation
Mr_Mime,Pokemon Ranger Lorenzo,70,Moonblast,Psychic,Mystical Fire,Grass Knot
Mr_Mime_Galarian,Pokemon Ranger Catherine,63,Freeze Dry,Hypnosis,Light Screen,Reflect
Mr_Rime,Psychic Marlene,52,Ice Beam,Psyshock,Teeter Dance,Thunder Wave
Mr_Rime,Beauty Tiffany [Double Battle With Beauty Olivia],90,Blizzard,Psychic,Icy Wind,Fake Out
Mr_Rime,Ninja Boy Jonas [Double Battle With Expert Fredrick],96,Blizzard,Stored Power,Freeze Dry,Fake Out
Mudsdale,Cool Trainer Alexia,39,High Horsepower,Body Press,Iron Defense,Stealth Rock
Mudsdale,Pokemon Breeder Myles,69,Earthquake,Body Press,Smack Down,Substitute
Mudsdale,Cool Trainer Caroline,94,Earthquake,Body Press,Payback,Heavy Slam
Mudsdale,Black Belt Hawk,95,Earthquake,Stone Edge,Heavy Slam,Counter
Muk,Pokémaniac Steve,50,Gunk Shot,Explosion,Fire Punch,Ice Punch
Muk,Cool Trainer Quincy,94,Gunk Shot,Explosion,Fire Punch,Curse
Muk_Alolan,Ninja Boy Lao,45,Gunk Shot,Knock Off,Ice Punch,Curse
Muk_Alolan,Hex Maniac Tasha,73,Poison Jab,Payback,Brick Break,Curse
Muk_Alolan,Team Magma Grunt,77,Gunk Shot,Knock Off,Pursuit,Explosion
Muk_Alolan,Team Aqua Grunt,86,Poison Jab,Knock Off,Explosion,Focus Punch
Munchlax,Ruin Maniac Georgie,13,Headbutt,Belly Drum,,
Murkrow,Team Aqua Grunt [Boss],15,Wing Attack,Payback,Night Shade,
Musharna,Parasol Lady Angelica,69,Psychic,Moonblast,Calm Mind,Dark Void
Naganadel,Magma Leader Maxie [Boss],79,Sludge Wave,Dragon Pulse,Flamethrower,U Turn
Necrozma,Elite Four Sidney,99,Photon Geyser,Heat Wave,Knock Off,Stealth Rock
Nidoking,Ruin Maniac Bryan [Double Battle With Picnicker Celia],45,Drill Run,Poison Jab,Thunderbolt,Flamethrower
Nidoking,Rich Boy Braw,48,Earth Power,Blizzard,Thunder,Lovely Kiss
Nidoking,Hiker Eli,54,Sludge Bomb,Earth Power,Fire Blast,Substitute
Nidoking,Team Magma Grunt,74,Earthquake,Poison Jab,Ice Punch,Stealth Rock
Nidoking,Triathlete Chase [Double Battle With Triathlete Allison],88,Sludge Bomb,Earth Power,Flamethrower,Thunderbolt
Nidoking,Triathlete Darren,94,Earth Power,Sludge Wave,Ice Beam,Counter
Nidoking,Elite Four Sidney,99,Sludge Wave,Earth Power,Ice Beam,Dark Pulse
Nidoqueen,Ninja Boy Jinra,44,Earth Power,Sludge Bomb,Flamethrower,Ice Beam
Nidoqueen,Beauty Johanna,58,Sludge Wave,Earth Power,Lovely Kiss,Toxic Spikes
Nidoqueen,Swimmer♂ Cranberry,81,Sludge Wave,Earth Power,Blizzard,Fire Blast
Nidoqueen,Old Couple John & Jay [Double],96,Sludge Wave,Earth Power,Blizzard,Fire Blast
Nidorina,Tuber Hailey,15,Venoshock,Water Pulse,Shock Wave,Toxic
Nidorino,Tuber Ricky,15,Venoshock,Poison Tail,Double Kick,Sand Attack
Nihilego,Aqua Admin Shelly [Boss],64,Meteor Beam,Sludge Wave,Power Gem,Stealth Rock
Ninetales,Rich Boy Santos,46,Flamethrower,Solar Beam,Extrasensory,Hypnosis
Ninetales,Cool Trainer Gerald,54,Flamethrower,Psychic,Hypnosis,Nasty Plot
Ninetales,Team Magma Grunt [Double Battle With Team Magma Grunt],78,Heat Wave,Flamethrower,Scorching Sands,Imprison
Ninetales_Alolan,Team Aqua Grunt [Double Battle With Team Aqua Grunt],64,Moonblast,Freeze Dry,Hypnosis,Aurora Veil
Ninetales_Alolan,Team Aqua Grunt,79,Moonblast,Freeze Dry,Aurora Veil,Nasty Plot
Ninetales_Alolan,Sr. And Jr. Kim & Iris [Double],85,Blizzard,Moonblast,Icy Wind,Aurora Veil
Ninetales_Alolan,Cool Trainer Edgar,94,Moonblast,Freeze Dry,Weather Ball,Nasty Plot
Ninjask,Bug Catcher Lyle,21,Leech Life,Dual Wingbeat,Giga Drain,
Ninjask,Triathlete Abigail,33,U Turn,,,
Ninjask,Cool Trainer Randall,39,X Scissor,Dual Wingbeat,Dig,Swords Dance
Ninjask,Team Magma Grunt,76,Dual Wingbeat,Leech Life,Protect,Swords Dance
Noctowl,Cool Trainer Wilton,43,Hurricane,Hyper Voice,Heat Wave,Hypnosis
Noivern,Black Belt Rhett [Double Battle With Guitarist Marcos],37,Dragon Pulse,Air Slash,Flamethrower,Tailwind
Noivern,Bird Keeper Darius,67,Hurricane,Dragon Pulse,Flamethrower,Super Fang
Noivern,Team Aqua Grunt,78,Hurricane,Dragon Pulse,Double Team,Roost
Noivern,Psychic Preston [Double Battle With Psychic Maura],85,Hurricane,Focus Blast,Super Fang,Tailwind
Noivern,Black Belt Hawk,95,Dragon Rush,Acrobatics,Heat Wave,Dragon Dance
Numel,Lass Haley,23,Earth Power,Lava Plume,Flame Charge,Ancient Power
Obstagoon,Ninja Boy Yasu [Double Battle With Guitarist Fabian],65,Frustration,Throat Chop,Retaliate,Close Combat
Obstagoon,Psychic Cedric,73,Double Edge,Night Slash,Close Combat,Bulk Up
Obstagoon,Team Aqua Grunt,78,Facade,Knock Off,Close Combat,Obstruct
Obstagoon,Pokemon Trainer Wally,95,Facade,Knock Off,Cross Chop,Bulk Up
Octillery,Cool Trainer Parker,39,Octazooka,Gunk Shot,Bullet Seed,Focus Energy
Octillery,Kindler Cole,53,Fire Blast,Gunk Shot,Psychic,Thunder Wave
Octillery,Team Aqua Grunt,75,Water Spout,Octazooka,Sludge Wave,Energy Ball
Octillery,Team Aqua Grunt,79,Water Spout,Octazooka,Energy Ball,Ice Beam
Omastar,Team Aqua Grunt,61,Surf,Power Gem,Earth Power,Rain Dance
Omastar,Hex Maniac Tasha,73,Surf,Power Gem,Spikes,Stealth Rock
Omastar,Team Aqua Grunt,80,Power Gem,Earth Power,Spikes,Stealth Rock
Oranguru,Ninja Boy Takashi [Double Battle With Psychic Dayton],62,Psychic,Focus Blast,Thunder,Trick Room
Oranguru,Pokemon Breeder Myles,69,Psychic,Aura Sphere,Shadow Ball,Calm Mind
Oranguru,Cool Trainer Wendy [Double Battle With Cool Trainer Braxton],96,Psychic,Stored Power,Psych Up,Trick Room
Orbeetle,Psychic Brandi [Double Battle With Battle Girl Aisha],27,Psychic,Bug Buzz,Hypnosis,Recover
Orbeetle,Guitarist Fernando [Double Battle With Cool Trainer Jazmyn],95,Future Sight,Bug Buzz,Infestation,Hypnosis
Oricorio,Lass Janice,23,Revelation Dance,Pluck,Feather Dance,Swords Dance
Oricorio,Camper Flint [Double Battle With Bird Keeper Edwardo],67,Revelation Dance,Air Slash,Teeter Dance,Roost
Oricorio_Pau,Camper Flint [Double Battle With Bird Keeper Edwardo],67,Revelation Dance,Hidden Power Fire,Teeter Dance,Calm Mind
Oricorio_Pom_Pom,Battle Girl Vivian,32,Revelation Dance,Air Slash,Teeter Dance,Roost
Oricorio_Pom_Pom,Camper Flint [Double Battle With Bird Keeper Edwardo],67,Revelation Dance,Air Slash,Icy Wind,Feather Dance
Oricorio_Sensu,Kindler Hayden,33,Revelation Dance,Air Slash,Calm Mind,Teeter Dance
Overqwil,Cool Trainer Carolina [Double Battle With Sailor Cory],64,Gunk Shot,Throat Chop,Liquidation,Icy Wind
Overqwil,Aqua Leader Archie [Boss],89,Gunk Shot,Throat Chop,Waterfall,Swords Dance
Overqwil,Pokéfan Bethany,90,Gunk Shot,Throat Chop,Liquidation,Destiny Bond
Overqwil,Swimmer♂ Zappator,90,Throat Chop,Explosion,Spikes,Toxic Spikes
Overqwil,Elite Four Sidney [Double],99,Gunk Shot,Crunch,Fell Stinger,Icy Wind
Pachirisu,Triathlete Benjamin,35,Nuzzle,Super Fang,Light Screen,Reflect
Palkia,Champion Wallace,100,Draco Meteor,Hydro Pump,Earth Power,Focus Energy
Palossand,Camper Beau,44,Scorching Sands,Hex,Ancient Power,Shore Up
Palpitoad,Sailor Edmond,14,Bubble Beam,Mud Shot,Sludge,Rain Dance
Pangoro,Pokemon Ranger Jenna,69,Close Combat,Knock Off,Gunk Shot,
Pangoro,Team Aqua Grunt,76,Close Combat,Crunch,Gunk Shot,Stone Edge
Parasect,Bug Maniac Taylor,61,Leech Life,Knock Off,Double Team,Spore
Passimian,Black Belt Daisuke,45,Close Combat,Rock Slide,Knock Off,Acrobatics
Passimian,Pokemon Breeder Myles,70,Close Combat,Iron Tail,Knock Off,Rock Slide
Passimian,Gentleman Clifford [Double Battle With Psychic Macey],85,Close Combat,Rock Slide,Poison Jab,Detect
Pelipper,Fisherman Barny,61,Hurricane,U Turn,Knock Off,Weather Ball
Pelipper,Picnicker Ashley,68,Hurricane,Weather Ball,,
Pelipper,Cool Trainer Shannon,94,Hydro Pump,Hurricane,Icy Wind,Detect
Pelipper,Psychic Jacki [Double Battle With Bird Keeper Alberto],95,Hurricane,Weather Ball,Detect,Tailwind
Perrserker,Lady Sarah,24,Iron Tail,Bullet Punch,Thunder,Hone Claws
Perrserker,Camper Beau,44,Iron Tail,Bullet Punch,Close Combat,Gunk Shot
Perrserker,Young Couple Dez & Luke [Double],72,Iron Tail,Bullet Punch,Close Combat,Fake Out
Perrserker,Psychic Blake [Double Battle With Psychic Samantha],85,Iron Tail,Close Combat,Fake Out,Metal Sound
Persian,Twins Amy & Liv [Double],39,Fake Out,Flail,Dream Eater,Hypnosis
Persian,Tuber Simon,58,Hyper Voice,Hypnosis,Nasty Plot,Substitute
Persian_Alolan,Triathlete Dylan,29,Snarl,Shock Wave,Icy Wind,Nasty Plot
Persian_Alolan,Team Aqua Grunt,77,Night Slash,Gunk Shot,Play Rough,Hypnosis
Phanpy,Lady Cindy,10,Stomp,Attract,,
Pheromosa,Winstrate Vito [Boss],96,Close Combat,Bug Buzz,Ice Beam,Throat Chop
Pidgeot,Leader Norman [Boss],42,Hurricane,Hyper Voice,Heat Wave,Hidden Power Grass
Pidgeotto,Youngster Joey,23,Air Slash,Swift,Heat Wave,Steel Wing
Pignite,Battle Girl Jocelyn,18,Incinerate,Flame Charge,Arm Thrust,Take Down
Pikachu,Youngster Ben,33,Volt Tackle,Iron Tail,Surf,Extreme Speed
Pikachu,Bird Keeper Hugh,61,Thunder,Fly,Surf,Knock Off
Pikachu_World_Cap,Triathlete Darren,100,Volt Tackle,Thunder,Surf,Grass Knot
Piloswine,Camper Travis,45,Earthquake,Icicle Spear,Curse,Rest
Pincurchin,Guitarist Kirk,32,Rising Voltage,Liquidation,Poison Jab,Toxic Spikes
Pincurchin,Swimmer♀ Grace [Double Battle With Swimmer♂ Declan],82,Rising Voltage,Self Destruct,Muddy Water,Thunder Wave
Pincurchin,Lass Crissy,91,Rising Voltage,Self Destruct,Hydro Pump,Toxic Spikes
Pincurchin,Dumbass Soupercell,100,Memento,Spikes,Toxic Spikes,
Pineco,Bug Catcher Rick,6,Pin Missile,Iron Defense,,
Pinsir,Bug Catcher Jose,24,X Scissor,Rock Slide,Storm Throw,Bulk Up
Pinsir,Bird Keeper Aidan [Double Battle With Cool Trainer Athena],90,Close Combat,Return,Feint,Swords Dance
Pinsir,Cool Trainer Katelynn,95,Earthquake,Frustration,Quick Attack,Swords Dance
Plusle,Guitarist Shawn [Double Battle With Guitarist Angelo],33,Thunderbolt,Signal Beam,Hidden Power Ice,Grass Knot
Politoed,Fisherman Kai,47,Scald,Psychic,Protect,Toxic
Politoed,Team Aqua Grunt,80,Ice Beam,Earth Power,Weather Ball,Hypnosis
Politoed,Pokéfan Bethany,91,Hydro Pump,Focus Blast,Psychic,Hypnosis
Poliwhirl,Leader Brawly [Boss],19,Bubble Beam,Ice Beam,Hidden Power Grass,Superpower
Poliwrath,Black Belt Rhett [Double Battle With Guitarist Marcos],38,Liquidation,Drain Punch,Ice Punch,Belly Drum
Poliwrath,Cool Trainer Jennifer [Double Battle With Battle Girl Callie],70,Close Combat,Hydro Pump,Coaching,Hypnosis
Poliwrath,Black Belt Atsushi,74,Close Combat,Liquidation,Double Team,Hypnosis
Poliwrath,Team Aqua Grunt,79,Liquidation,Drain Punch,Darkest Lariat,Belly Drum
Poliwrath,Swimmer♀ Tisha,88,Liquidation,Drain Punch,Belly Drum,Hypnosis
Polteageist,Pokémaniac Steve,50,Shadow Ball,Giga Drain,Stored Power,Shell Smash
Polteageist,Psychic Cedric,73,Shadow Ball,Self Destruct,Stored Power,Shell Smash
Polteageist,Swimmer♂ Dean,86,Shadow Ball,Giga Drain,Stored Power,Shell Smash
Ponyta,Camper Gavi,17,Flame Wheel,Play Rough,Double Kick,
Poochyena,Youngster Calvin,5,Bite,Quick Attack,Sand Attack,
Porygon,Youngster Ben,33,Discharge,Ice Beam,Recover,Thunder Wave
Porygon_Z,Team Aqua Grunt,63,Tri Attack,Ice Beam,Dark Pulse,Hidden Power Fire
Porygon_Z,Swimmer♂ Herman,90,Tri Attack,Thunder,Dark Pulse,Nasty Plot
Porygon2,Leader Norman [Boss],41,Tri Attack,Ice Beam,Recover,Thunder Wave
Porygon2,Expert Kevin,67,Tri Attack,Ice Beam,Recover,Thunder Wave
Porygon2,Pokemon Breeder Pat,69,Tri Attack,Psychic,Dark Pulse,Agility
Porygon2,Psychic Blake [Double Battle With Psychic Samantha],85,Tri Attack,Thunder,Psychic,Trick Room
Porygon2,Black Belt Koichi,95,Tri Attack,Blizzard,Thunder,Foul Play
Porygon2,Elite Four Glacia [Double],99,Tri Attack,Blizzard,Psychic,Trick Room
Primarina,Beauty Johanna,58,Scald,Draining Kiss,Calm Mind,Protect
Primarina,Triathlete Aubrey,83,Hyper Voice,Draining Kiss,Psychic,Sing
Primarina,Triathlete Xayah,90,Moonblast,Psychic,Weather Ball,Calm Mind
Primarina,Lady Daphne,91,Hyper Voice,Draining Kiss,Psychic,Calm Mind
Primeape,Hiker Devan,25,Cross Chop,Stone Edge,Night Slash,Focus Energy
Primeape,Camper Merc,51,Close Combat,Stone Edge,Earthquake,Poison Jab
Probopass,Hiker Mike,26,Power Gem,Flash Cannon,Earth Power,Thunderbolt
Probopass,Camper Beau,46,Flash Cannon,Power Gem,Explosion,Zap Cannon
Psyduck,Youngster Allen,7,Bubble Beam,Psywave,,
Purugly,School Kid Jerry [Double Battle With Youngster Johnson],23,Fake Out,Super Fang,Fake Tears,Hypnosis
Purugly,Picnicker Angelina,49,Double Edge,Stomping Tantrum,Super Fang,Hypnosis
Purugly,Psychic Hannah [Double Battle With Battle Girl Sylvia],85,Return,Fake Out,Throat Chop,Leer
Pyroar,Sr. And Jr. Tyra & Ivy [Double],50,Retaliate,Hyper Voice,Burning Jealousy,Protect
Pyroar,Pokemon Breeder Myles,71,Fire Blast,Hyper Voice,Solar Beam,Scorching Sands
Pyroar,Team Magma Grunt,75,Fire Blast,Hyper Voice,Fire Spin,Yawn
Pyroar,Psychic Alix,95,Fire Blast,Hyper Voice,Endeavor,Will O Wisp
Pyukumuku,Swimmer♂ Rodney,90,Double Team,Recover,Soak,Toxic
Quagsire,Battle Girl Luna,28,Earthquake,Ice Punch,Curse,Recover
Qwilfish,Fisherman Ivan,22,Dive,Venoshock,Toxic,Protect
Qwilfish,Fisherman Claude,48,Poison Jab,Waterfall,Explosion,Toxic Spikes
Raichu,School Kid Karen,24,Discharge,Surf,Grass Knot,Extreme Speed
Raichu,Parasol Lady Madeline,45,Thunderbolt,Grass Knot,Extreme Speed,Fake Out
Raichu,Team Aqua Grunt [Double Battle With Team Aqua Grunt],75,Thunderbolt,Grass Knot,Fake Out,Helping Hand
Raichu,Hex Maniac Gongas,95,Thunder,Surf,Grass Knot,Counter
Raichu_Alolan,Guitarist Kirk,32,Discharge,Psyshock,Surf,Signal Beam
Raichu_Alolan,Pokemon Trainer May [Double] [Boss],65,Thunder,Psychic,Endeavor,Fake Out
Raichu_Alolan,Pokemon Breeder Gabrielle,73,Thunder,Psychic,Grass Knot,Sing
Raichu_Alolan,Team Aqua Grunt,79,Psychic,Discharge,Grass Knot,Nasty Plot
Raichu_Alolan,Lass Crissy,90,Rising Voltage,Surf,Grass Knot,Nasty Plot
Raikou,Aqua Admin Matt [Boss],82,Thunderbolt,Scald,Signal Beam,Calm Mind
Rampardos,Cool Trainer Jody,41,Rock Slide,Crunch,Zen Headbutt,Fire Punch
